Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.610622725	1.7	97.8
-396.595387909	1.6	97.8
-396.579878345	1.6	97.8
-396.564723057	1.6	97.8
-396.580195435	1.5	97.8
-396.595387909	1.6	97.8
-396.609879345	1.4	97.8
-396.623054148	1.6	97.8
-396.6339051	1.3	97.8
-396.640665606	1.6	97.8
-396.640228324	1.2	97.8
-396.627315839	1.6	97.8
-396.593282026	1.1	97.8
-396.524232131	1.6	97.8
-396.508297968	1.0	97.8
-396.577424578	1.6	97.8
-396.611523647	1.0	97.8
-396.624492065	1.5	97.8
-396.624979246	1.1	97.8
-396.618265543	1.5	97.8
-396.607459846	1.2	97.8
-396.594328721	1.5	97.8
-396.579878345	1.3	97.8
-396.564723057	1.5	97.8
-396.549283058	1.4	97.8
-396.549258577	1.5	97.8
-396.564697475	1.5	97.9
-396.579851811	1.5	97.9
-396.594301448	1.6	97.9
-396.607432104	1.5	97.9
-396.618237626	1.7	97.9
-396.624951417	1.5	97.9
-396.624464501	1.8	97.9
-396.611496425	1.5	97.9
-396.577397722	1.9	97.9
-396.508271549	1.5	97.9
-396.524206963	2.0	97.9
-396.59325616	1.5	97.9
-396.627289305	2.0	97.9
-396.640201111	1.4	97.9
-396.640637783	1.9	97.9
-396.633876866	1.4	97.9
-396.623025811	1.8	97.9
-396.609851262	1.4	97.9
-396.595360413	1.7	97.9
-396.580168797	1.4	97.9
-396.564697475	1.6	97.9
-396.579851811	1.4	97.9
-396.595360413	1.5	97.9
-396.610594523	1.4	97.9
-396.625131926	1.4	97.9
-396.638355544	1.4	97.9
-396.64925687	1.3	97.9
-396.65606911	1.4	97.9
-396.655686532	1.2	97.9
-396.642835065	1.4	97.9
-396.608872655	1.1	97.9
-396.539907867	1.4	97.9
-396.554935618	1.0	97.9
-396.623810251	1.4	97.9
-396.657699191	1.0	97.9
-396.670488857	1.3	97.9
-396.670815968	1.1	97.9
-396.663950435	1.3	97.9
-396.652996034	1.2	97.9
-396.639719829	1.3	97.9
-396.625131926	1.3	97.9
-396.609851262	1.3	97.9
-396.594301448	1.4	97.9
-396.607432105	1.3	97.9
-396.623025811	1.5	97.9
-396.638355544	1.3	97.9
-396.652996035	1.6	97.9
-396.666326157	1.3	97.9
-396.677333891	1.7	97.9
-396.684251777	1.3	97.9
-396.683978231	1.8	97.9
-396.671248305	1.3	97.9
-396.637432119	1.9	97.9
-396.568650616	1.3	97.9
-396.580021264	2.0	97.9
-396.648710591	1.3	97.9
-396.682458692	2.0	97.9
-396.695134563	1.2	97.9
-396.695359588	1.9	97.9
-396.68839296	1.2	97.9
-396.677333891	1.8	97.9
-396.663950435	1.2	97.9
-396.649256871	1.7	97.9
-396.633876866	1.2	97.9
-396.618237627	1.6	97.9
-396.624951418	1.2	97.9
-396.640637784	1.5	97.9
-396.65606911	1.2	97.9
-396.670815969	1.4	97.9
-396.684251777	1.2	97.9
-396.695359589	1.3	97.9
-396.702370424	1.2	97.9
-396.702187374	1.2	97.9
-396.689557505	1.2	97.9
-396.655869283	1.1	97.9
-396.587266118	1.2	97.9
-396.587282794	1.0	97.9
-396.655811563	1.2	97.9
-396.68945003	1.0	97.9
-396.702041512	1.1	97.9
-396.702187375	1.1	97.9
-396.695134564	1.1	97.9
-396.683978232	1.2	97.9
-396.670488858	1.1	97.9
-396.655686533	1.3	97.9
-396.640201112	1.1	97.9
-396.624464503	1.4	97.9
-396.611496428	1.1	97.9
-396.627289307	1.5	97.9
-396.642835068	1.1	97.9
-396.657699193	1.6	97.9
-396.671248307	1.1	97.9
-396.682458694	1.7	97.9
-396.689557506	1.1	97.9
-396.689450031	1.8	97.9
-396.676893712	1.1	97.9
-396.643295718	1.9	97.9
-396.574824143	1.1	97.9
-396.541296992	2.0	97.9
-396.609732933	1.1	97.9
-396.64329572	2.0	97.9
-396.655811566	1.0	97.9
-396.655869286	1.9	97.9
-396.648710594	1.0	97.9
-396.637432123	1.8	97.9
-396.623810254	1.0	97.9
-396.608872659	1.7	97.9
-396.593256164	1.0	97.9
-396.577397726	1.6	97.9
-396.508271556	1.0	97.9
-396.52420697	1.5	97.9
-396.539907874	1.0	97.9
-396.554935624	1.4	97.9
-396.568650623	1.0	97.9
-396.58002127	1.3	97.9
-396.587266124	1.0	97.9
-396.5872828	1.2	97.9
-396.574824147	1.0	97.9
-396.541296995	1.1	97.9
-396.472870408	1.0	97.9
-396.472898507	1.0	97.9
-396.541317806	1.0	98.0
-396.574837169	1.0	98.0
-396.587287828	1.0	98.0
-396.587263415	1.1	98.0
-396.580011564	1.0	98.0
-396.568635031	1.2	98.0
-396.554915438	1.0	98.0
-396.539884373	1.3	98.0
-396.5241813	1.0	98.0
-396.50824467	1.4	98.0
-396.577370411	1.0	98.0
-396.593229804	1.5	98.0
-396.608848132	1.0	98.0
-396.62378862	1.6	98.0
-396.637414566	1.0	98.0
-396.648698305	1.7	98.0
-396.655863269	1.0	98.0
-396.65581245	1.8	98.0
-396.64330365	1.0	98.0
-396.609747601	1.9	98.0
-396.541317803	1.0	98.0
-396.574837165	2.0	98.0
-396.643303649	1.0	98.0
-396.676895956	2.0	98.0
-396.689446244	1.1	98.0
-396.689547761	1.9	98.0
-396.68244352	1.1	98.0
-396.671228595	1.8	98.0
-396.657676014	1.1	98.0
-396.642809492	1.7	98.0
-396.627262289	1.1	98.0
-396.611468756	1.6	98.0
-396.624436499	1.1	98.0
-396.640173428	1.5	98.0
-396.655659859	1.1	98.0
-396.670464036	1.4	98.0
-396.683956209	1.1	98.0
-396.695116285	1.3	98.0
-396.702173618	1.1	98.0
-396.702032724	1.2	98.0
-396.689446243	1.1	98.0
-396.655812447	1.1	98.0
-396.587287823	1.1	98.0
-396.587263409	1.0	98.0
-396.655863266	1.1	98.0
-396.689547759	1.0	98.0
-396.702173618	1.2	98.0
-396.702352675	1.1	98.0
-396.695338228	1.2	98.0
-396.684227476	1.2	98.0
-396.670789551	1.2	98.0
-396.656041399	1.3	98.0
-396.640609505	1.2	98.0
-396.624923162	1.4	98.0
-396.618209298	1.2	98.0
-396.633848192	1.5	98.0
-396.649228345	1.2	98.0
-396.663922673	1.6	98.0
-396.677307598	1.2	98.0
-396.688368842	1.7	98.0
-396.695338227	1.2	98.0
-396.695116284	1.8	98.0
-396.682443518	1.2	98.0
-396.648698301	1.9	98.0
-396.580011557	1.2	98.0
-396.568635025	2.0	98.0
-396.637414562	1.2	98.0
-396.671228593	2.0	98.0
-396.683956208	1.3	98.0
-396.684227476	1.9	98.0
-396.677307597	1.3	98.0
-396.666298369	1.8	98.0
-396.652967356	1.3	98.0
-396.638326569	1.7	98.0
-396.622997053	1.3	98.0
-396.607403967	1.6	98.0
-396.594273795	1.3	98.0
-396.609822775	1.5	98.0
-396.625102929	1.3	98.0
-396.639690743	1.4	98.0
-396.652967356	1.3	98.0
-396.663922673	1.3	98.0
-396.67078955	1.3	98.0
-396.670464035	1.2	98.0
-396.657676011	1.3	98.0
-396.623788616	1.1	98.0
-396.554915431	1.3	98.0
-396.539884366	1.0	98.0
-396.608848128	1.3	98.0
-396.642809489	1.0	98.0
-396.655659858	1.4	98.0
-396.656041398	1.1	98.0
-396.649228345	1.4	98.0
-396.638326569	1.2	98.0
-396.625102929	1.4	98.0
-396.610565914	1.3	98.0
-396.595332533	1.4	98.0
-396.579824914	1.4	98.0
-396.564671547	1.4	98.0
-396.580141795	1.5	98.0
-396.595332533	1.4	98.0
-396.609822775	1.6	98.0
-396.622997053	1.4	98.0
-396.633848192	1.7	98.0
-396.640609504	1.4	98.0
-396.640173427	1.8	98.0
-396.627262287	1.4	98.0
-396.5932298	1.9	98.0
-396.524181293	1.4	98.0
-396.508244663	2.0	98.0
-396.577370407	1.4	98.0
-396.611468753	2.0	98.0
-396.624436498	1.5	98.0
-396.624923161	1.9	98.0
-396.618209298	1.5	98.0
-396.607403967	1.8	98.0
-396.594273795	1.5	98.0
-396.579824914	1.7	98.0
-396.564671547	1.5	98.0
-396.549233766	1.6	98.0
-396.549208626	1.5	98.0
-396.564645272	1.5	98.1
-396.579797654	1.5	98.1
-396.594245763	1.4	98.1
-396.607375433	1.5	98.1
-396.618180558	1.3	98.1
-396.62489448	1.5	98.1
-396.624408055	1.2	98.1
-396.611440631	1.5	98.1
-396.577342631	1.1	98.1
-396.508217311	1.5	98.1
-396.524155121	1.0	98.1
-396.593202946	1.5	98.1
-396.627234784	1.0	98.1
-396.640145272	1.6	98.1
-396.640580768	1.1	98.1
-396.633819078	1.6	98.1
-396.622967872	1.2	98.1
-396.609793885	1.6	98.1
-396.595304268	1.3	98.1
-396.580114426	1.6	98.1
-396.564645272	1.4	98.1
-396.579797654	1.6	98.1
-396.595304268	1.5	98.1
-396.6105369	1.6	98.1
-396.625073506	1.6	98.1
-396.638297146	1.6	98.1
-396.649199351	1.7	98.1
-396.6560132	1.6	98.1
-396.655632681	1.8	98.1
-396.642783396	1.6	98.1
-396.608823072	1.9	98.1
-396.539860328	1.6	98.1
-396.554894671	2.0	98.1
-396.623766417	1.6	98.1
-396.65765228	2.0	98.1
-396.670438677	1.7	98.1
-396.670762615	1.9	98.1
-396.663894415	1.7	98.1
-396.652938204	1.8	98.1
-396.639661207	1.7	98.1
-396.625073506	1.7	98.1
-396.609793885	1.7	98.1
-396.594245763	1.6	98.1
-396.607375433	1.7	98.1
-396.622967873	1.5	98.1
-396.638297147	1.7	98.1
-396.652938204	1.4	98.1
-396.666270083	1.7	98.1
-396.67728078	1.3	98.1
-396.684202628	1.7	98.1
-396.683933618	1.2	98.1
-396.671208296	1.7	98.1
-396.637396406	1.1	98.1
-396.568618823	1.7	98.1
-396.580001206	1.0	98.1
-396.648685378	1.7	98.1
-396.682427726	1.0	98.1
-396.695097407	1.8	98.1
-396.69531629	1.1	98.1
-396.688344174	1.8	98.1
-396.67728078	1.2	98.1
-396.663894416	1.8	98.1
-396.649199352	1.3	98.1
-396.633819078	1.8	98.1
-396.618180559	1.4	98.1
-396.62489448	1.8	98.1
-396.640580769	1.5	98.1
-396.6560132	1.8	98.1
-396.670762616	1.6	98.1
-396.684202629	1.8	98.1
-396.69531629	1.7	98.1
-396.702334324	1.8	98.1
-396.702159234	1.8	98.1
-396.689537365	1.8	98.1
-396.655856582	1.9	98.1
-396.58726002	1.8	98.1
-396.587292139	2.0	98.1
-396.655812635	1.8	98.1
-396.689441779	2.0	98.1
-396.702023282	1.9	98.1
-396.702159235	1.9	98.1
-396.695097408	1.9	98.1
-396.683933619	1.8	98.1
-396.670438679	1.9	98.1
-396.655632683	1.7	98.1
-396.640145273	1.9	98.1
-396.624408056	1.6	98.1
-396.611440633	1.9	98.1
-396.627234787	1.5	98.1
-396.642783398	1.9	98.1
-396.657652282	1.4	98.1
-396.671208298	1.9	98.1
-396.682427728	1.3	98.1
-396.689537367	1.9	98.1
-396.68944178	1.2	98.1
-396.676897498	1.9	98.1
-396.643310854	1.1	98.1
-396.574849444	1.9	98.1
-396.541337842	1.0	98.1
-396.609761518	1.9	98.1
-396.643310856	1.0	98.1
-396.655812638	2.0	98.1
-396.655856585	1.1	98.1
-396.648685381	2.0	98.1
-396.63739641	1.2	98.1
-396.62376642	2.0	98.1
-396.608823076	1.3	98.1
-396.593202949	2.0	98.1
-396.577342635	1.4	98.1
-396.508217317	2.0	98.1
-396.524155128	1.5	98.1
-396.539860335	2.0	98.1
-396.554894677	1.6	98.1
-396.56861883	2.0	98.1
-396.580001212	1.7	98.1
-396.587260026	2.0	98.1
-396.587292144	1.8	98.1
-396.574849448	2.0	98.1
-396.541337844	1.9	98.1
-396.472925808	2.0	98.1
-396.472952311	2.0	98.1
-396.541357111	2.0	98.2
-396.574860984	2.0	98.2
-396.587295749	2.0	98.2
-396.587255959	1.9	98.2
-396.579990216	2.0	98.2
-396.568602019	1.8	98.2
-396.554873343	2.0	98.2
-396.539835759	1.7	98.2
-396.524128455	2.0	98.2
-396.508189499	1.6	98.2
-396.5773144	2.0	98.2
-396.593175601	1.5	98.2
-396.608797492	2.0	98.2
-396.623743657	1.4	98.2
-396.637377655	2.0	98.2
-396.648671826	1.3	98.2
-396.655849237	2.0	98.2
-396.655812129	1.2	98.2
-396.643317338	2.0	98.2
-396.609774687	1.1	98.2
-396.541357109	2.0	98.2
-396.57486098	1.0	98.2
-396.643317336	2.0	98.2
-396.676898338	1.0	98.2
-396.68943664	1.9	98.2
-396.689526325	1.1	98.2
-396.682411319	1.9	98.2
-396.671187416	1.2	98.2
-396.657628	1.9	98.2
-396.642756787	1.3	98.2
-396.627206801	1.9	98.2
-396.61141206	1.4	98.2
-396.624379175	1.9	98.2
-396.640116648	1.5	98.2
-396.655605003	1.9	98.2
-396.670412786	1.6	98.2
-396.683910461	1.9	98.2
-396.695077933	1.7	98.2
-396.702144224	1.9	98.2
-396.702013188	1.8	98.2
-396.689436639	1.9	98.2
-396.655812127	1.9	98.2
-396.587295744	1.9	98.2
-396.587255953	2.0	98.2
-396.655849234	1.9	98.2
-396.689526323	2.0	98.2
-396.702144223	1.8	98.2
-396.70231537	1.9	98.2
-396.695293777	1.8	98.2
-396.684177234	1.8	98.2
-396.670735165	1.8	98.2
-396.655984516	1.7	98.2
-396.640551578	1.8	98.2
-396.624865373	1.6	98.2
-396.618151408	1.8	98.2
-396.633789526	1.5	98.2
-396.649169891	1.8	98.2
-396.663865662	1.4	98.2
-396.67725344	1.8	98.2
-396.688318955	1.3	98.2
-396.695293777	1.8	98.2
-396.695077933	1.2	98.2
-396.682411317	1.8	98.2
-396.648671822	1.1	98.2
-396.57999021	1.8	98.2
-396.568602012	1.0	98.2
-396.637377651	1.8	98.2
-396.671187414	1.0	98.2
-396.68391046	1.7	98.2
-396.684177234	1.1	98.2
-396.677253439	1.7	98.2
-396.666241297	1.2	98.2
-396.652908579	1.7	98.2
-396.638267277	1.3	98.2
-396.622938271	1.7	98.2
-396.607346504	1.4	98.2
-396.594217351	1.7	98.2
-396.609764593	1.5	98.2
-396.625043656	1.7	98.2
-396.639631222	1.6	98.2
-396.652908579	1.7	98.2
-396.663865662	1.7	98.2
-396.670735164	1.7	98.2
-396.670412785	1.8	98.2
-396.657627998	1.7	98.2
-396.623743653	1.9	98.2
-396.554873337	1.7	98.2
-396.539835752	2.0	98.2
-396.608797488	1.7	98.2
-396.642756785	2.0	98.2
-396.655605002	1.6	98.2
-396.655984515	1.9	98.2
-396.64916989	1.6	98.2
-396.638267277	1.8	98.2
-396.625043656	1.6	98.2
-396.61050748	1.7	98.2
-396.595275619	1.6	98.2
-396.57977003	1.6	98.2
-396.564618652	1.6	98.2
-396.580086693	1.5	98.2
-396.595275619	1.6	98.2
-396.609764593	1.4	98.2
-396.622938271	1.6	98.2
-396.633789525	1.3	98.2
-396.640551577	1.6	98.2
-396.640116646	1.2	98.2
-396.627206799	1.6	98.2
-396.593175597	1.1	98.2
-396.524128448	1.6	98.2
-396.508189492	1.0	98.2
-396.577314396	1.6	98.2
-396.611412058	1.0	98.2
-396.624379173	1.5	98.2
-396.624865372	1.1	98.2
-396.618151407	1.5	98.2
-396.607346504	1.2	98.2
-396.594217351	1.5	98.2
-396.57977003	1.3	98.2
-396.564618652	1.5	98.2
-396.549183157	1.4	98.2
-396.549157359	1.5	98.2
-396.564591685	1.5	98.3
-396.579742044	1.5	98.3
-396.59418856	1.6	98.3
-396.60731718	1.5	98.3
-396.618121845	1.7	98.3
-396.624835839	1.5	98.3
-396.624349853	1.8	98.3
-396.611383036	1.5	98.3
-396.577285703	1.9	98.3
-396.508161208	1.5	98.3
-396.524101274	2.0	98.3
-396.593147756	1.5	98.3
-396.627178331	2.0	98.3
-396.64008755	1.4	98.3
-396.640521931	1.9	98.3
-396.633759534	1.4	98.3
-396.622908249	1.8	98.3
-396.609734897	1.4	98.3
-396.595246586	1.7	98.3
-396.580058595	1.4	98.3
-396.564591685	1.6	98.3
-396.579742044	1.4	98.3
-396.595246586	1.5	98.3
-396.610477656	1.4	98.3
-396.62501338	1.4	98.3
-396.63823696	1.4	98.3
-396.649139963	1.3	98.3
-396.655955346	1.4	98.3
-396.65557682	1.2	98.3
-396.642729658	1.4	98.3
-396.608771375	1.1	98.3
-396.53981064	1.4	98.3
-396.55485143	1.0	98.3
-396.623720327	1.4	98.3
-396.657603165	1.0	98.3
-396.670386357	1.3	98.3
-396.670707197	1.1	98.3
-396.663836414	1.3	98.3
-396.652878481	1.2	98.3
-396.639600786	1.3	98.3
-396.62501338	1.3	98.3
-396.609734897	1.3	98.3
-396.59418856	1.4	98.3
-396.60731718	1.3	98.3
-396.622908249	1.5	98.3
-396.63823696	1.3	98.3
-396.652878481	1.6	98.3
-396.666212013	1.3	98.3
-396.677225576	1.7	98.3
-396.684151294	1.3	98.3
-396.683886736	1.8	98.3
-396.671165948	1.3	98.3
-396.637358297	1.9	98.3
-396.568584593	1.3	98.3
-396.57997857	2.0	98.3
-396.648657634	1.3	98.3
-396.682394292	2.0	98.3
-396.69505786	1.2	98.3
-396.69527069	1.9	98.3
-396.688293186	1.2	98.3
-396.677225576	1.8	98.3
-396.663836414	1.2	98.3
-396.649139963	1.7	98.3
-396.633759534	1.2	98.3
-396.618121846	1.6	98.3
-396.62483584	1.2	98.3
-396.640521932	1.5	98.3
-396.655955346	1.2	98.3
-396.670707198	1.4	98.3
-396.684151294	1.2	98.3
-396.69527069	1.3	98.3
-396.702295815	1.2	98.3
-396.702128587	1.2	98.3
-396.689514634	1.2	98.3
-396.65584122	1.1	98.3
-396.587251208	1.2	98.3
-396.587298638	1.0	98.3
-396.655810924	1.2	98.3
-396.689430824	1.0	98.3
-396.70200244	1.1	98.3
-396.702128588	1.1	98.3
-396.695057861	1.1	98.3
-396.683886737	1.2	98.3
-396.670386359	1.1	98.3
-396.655576821	1.3	98.3
-396.640087552	1.1	98.3
-396.624349854	1.4	98.3
-396.611383038	1.1	98.3
-396.627178333	1.5	98.3
-396.64272966	1.1	98.3
-396.657603167	1.6	98.3
-396.67116595	1.1	98.3
-396.682394294	1.7	98.3
-396.689514636	1.1	98.3
-396.689430825	1.8	98.3
-396.676898477	1.1	98.3
-396.643323095	1.9	98.3
-396.574871775	1.1	98.3
-396.541375605	2.0	98.3
-396.609787106	1.1	98.3
-396.643323096	2.0	98.3
-396.655810926	1.0	98.3
-396.655841224	1.9	98.3
-396.648657638	1.0	98.3
-396.637358301	1.8	98.3
-396.623720331	1.0	98.3
-396.608771379	1.7	98.3
-396.59314776	1.0	98.3
-396.577285707	1.6	98.3
-396.508161215	1.0	98.3
-396.524101281	1.5	98.3
-396.539810647	1.0	98.3
-396.554851437	1.4	98.3
-396.568584599	1.0	98.3
-396.579978576	1.3	98.3
-396.587251214	1.0	98.3
-396.587298643	1.2	98.3
-396.574871779	1.0	98.3
-396.541375608	1.1	98.3
-396.472978018	1.0	98.3
-396.47300293	1.0	98.3
-396.541393335	1.0	98.4
-396.574881834	1.0	98.4
-396.587300828	1.0	98.4
-396.587245792	1.1	98.4
-396.579966294	1.0	98.4
-396.568566572	1.2	98.4
-396.554828958	1.0	98.4
-396.539784999	1.3	98.4
-396.524073607	1.0	98.4
-396.508132465	1.4	98.4
-396.577256554	1.0	98.4
-396.593119426	1.5	98.4
-396.608744739	1.0	98.4
-396.623696441	1.6	98.4
-396.63733835	1.0	98.4
-396.648642818	1.7	98.4
-396.655832547	1.0	98.4
-396.655809029	1.8	98.4
-396.643328133	1.0	98.4
-396.609798779	1.9	98.4
-396.541393332	1.0	98.4
-396.574881829	2.0	98.4
-396.643328131	1.0	98.4
-396.676897916	2.0	98.4
-396.689424335	1.1	98.4
-396.689502301	1.9	98.4
-396.682376653	1.1	98.4
-396.671143901	1.8	98.4
-396.657577784	1.1	98.4
-396.642702016	1.7	98.4
-396.627149382	1.1	98.4
-396.611353566	1.6	98.4
-396.624320096	1.1	98.4
-396.640057986	1.5	98.4
-396.655548137	1.1	98.4
-396.670359397	1.4	98.4
-396.683862447	1.1	98.4
-396.695037193	1.3	98.4
-396.702112326	1.1	98.4
-396.701991042	1.2	98.4
-396.689424334	1.1	98.4
-396.655809027	1.1	98.4
-396.587300823	1.1	98.4
-396.587245786	1.0	98.4
-396.655832544	1.1	98.4
-396.689502299	1.0	98.4
-396.702112325	1.2	98.4
-396.702275658	1.1	98.4
-396.695247028	1.2	98.4
-396.684124809	1.2	98.4
-396.670678715	1.2	98.4
-396.655925691	1.3	98.4
-396.640491831	1.2	98.4
-396.624805882	1.4	98.4
-396.618091873	1.2	98.4
-396.633729105	1.5	98.4
-396.649109569	1.2	98.4
-396.663806671	1.6	98.4
-396.67719719	1.2	98.4
-396.688266869	1.7	98.4
-396.695247028	1.2	98.4
-396.695037192	1.8	98.4
-396.682376651	1.2	98.4
-396.648642815	1.9	98.4
-396.579966287	1.2	98.4
-396.568566565	2.0	98.4
-396.637338347	1.2	98.4
-396.671143899	2.0	98.4
-396.683862446	1.3	98.4
-396.684124808	1.9	98.4
-396.677197189	1.3	98.4
-396.666182232	1.8	98.4
-396.65284791	1.3	98.4
-396.638206197	1.7	98.4
-396.622877806	1.3	98.4
-396.60728746	1.6	98.4
-396.59415939	1.3	98.4
-396.6097048	1.5	98.4
-396.624982679	1.3	98.4
-396.639569901	1.4	98.4
-396.65284791	1.3	98.4
-396.663806671	1.3	98.4
-396.670678714	1.3	98.4
-396.670359396	1.2	98.4
-396.657577782	1.3	98.4
-396.623696438	1.1	98.4
-396.554828951	1.3	98.4
-396.539784992	1.0	98.4
-396.608744735	1.3	98.4
-396.642702014	1.0	98.4
-396.655548136	1.4	98.4
-396.655925691	1.1	98.4
-396.649109569	1.4	98.4
-396.638206197	1.2	98.4
-396.624982679	1.4	98.4
-396.610447426	1.3	98.4
-396.59521717	1.4	98.4
-396.579713696	1.4	98.4
-396.564564372	1.4	98.4
-396.580030132	1.5	98.4
-396.59521717	1.4	98.4
-396.609704799	1.6	98.4
-396.622877806	1.4	98.4
-396.633729104	1.7	98.4
-396.64049183	1.4	98.4
-396.640057985	1.8	98.4
-396.62714938	1.4	98.4
-396.593119422	1.9	98.4
-396.5240736	1.4	98.4
-396.508132458	2.0	98.4
-396.57725655	1.4	98.4
-396.611353564	2.0	98.4
-396.624320095	1.5	98.4
-396.624805881	1.9	98.4
-396.618091873	1.5	98.4
-396.60728746	1.8	98.4
-396.59415939	1.5	98.4
-396.579713696	1.7	98.4
-396.564564372	1.5	98.4
-396.549131232	1.6	98.4
-396.549104776	1.5	98.4
-396.564536714	1.5	98.5
-396.579684985	1.5	98.5
-396.594129841	1.4	98.5
-396.607257346	1.5	98.5
-396.61806149	1.3	98.5
-396.624775499	1.5	98.5
-396.624289898	1.2	98.5
-396.611323643	1.5	98.5
-396.57722694	1.1	98.5
-396.508103244	1.5	98.5
-396.524045426	1.0	98.5
-396.593090596	1.5	98.5
-396.627119947	1.0	98.5
-396.64002795	1.6	98.5
-396.640461274	1.1	98.5
-396.633698237	1.6	98.5
-396.622846942	1.2	98.5
-396.6096743	1.6	98.5
-396.59518737	1.3	98.5
-396.580001304	1.6	98.5
-396.564536714	1.4	98.5
-396.579684985	1.6	98.5
-396.59518737	1.5	98.5
-396.610416792	1.6	98.5
-396.624951551	1.6	98.5
-396.638174988	1.6	98.5
-396.649078709	1.7	98.5
-396.655895551	1.6	98.5
-396.655518951	1.8	98.5
-396.642673855	1.6	98.5
-396.608717567	1.9	98.5
-396.539758808	1.6	98.5
-396.554805901	2.0	98.5
-396.623671986	1.6	98.5
-396.65755185	2.0	98.5
-396.670331901	1.7	98.5
-396.670649717	1.9	98.5
-396.663776433	1.7	98.5
-396.652816868	1.8	98.5
-396.639538567	1.7	98.5
-396.624951551	1.7	98.5
-396.6096743	1.7	98.5
-396.594129842	1.6	98.5
-396.607257346	1.7	98.5
-396.622846942	1.5	98.5
-396.638174988	1.7	98.5
-396.652816868	1.4	98.5
-396.666151953	1.7	98.5
-396.677168281	1.3	98.5
-396.684097778	1.7	98.5
-396.683837591	1.2	98.5
-396.671121267	1.7	98.5
-396.637317799	1.1	98.5
-396.568547931	1.7	98.5
-396.579953363	1.0	98.5
-396.648627365	1.7	98.5
-396.682358395	1.0	98.5
-396.695015928	1.8	98.5
-396.695222793	1.1	98.5
-396.688240003	1.8	98.5
-396.677168282	1.2	98.5
-396.663776434	1.8	98.5
-396.649078709	1.3	98.5
-396.633698237	1.8	98.5
-396.618061491	1.4	98.5
-396.624775499	1.8	98.5
-396.640461275	1.5	98.5
-396.655895552	1.8	98.5
-396.670649717	1.6	98.5
-396.684097778	1.8	98.5
-396.695222793	1.7	98.5
-396.702254901	1.8	98.5
-396.702095439	1.8	98.5
-396.689489319	1.8	98.5
-396.655823204	1.9	98.5
-396.587239688	1.8	98.5
-396.587302299	2.0	98.5
-396.655806436	1.8	98.5
-396.689417171	2.0	98.5
-396.701978993	1.9	98.5
-396.702095439	1.9	98.5
-396.695015929	1.9	98.5
-396.683837592	1.8	98.5
-396.670331902	1.9	98.5
-396.655518952	1.7	98.5
-396.640027951	1.9	98.5
-396.6242899	1.6	98.5
-396.611323645	1.9	98.5
-396.62711995	1.5	98.5
-396.642673857	1.9	98.5
-396.657551852	1.4	98.5
-396.671121269	1.9	98.5
-396.682358397	1.3	98.5
-396.68948932	1.9	98.5
-396.689417172	1.2	98.5
-396.676896657	1.9	98.5
-396.643332447	1.1	98.5
-396.574891144	1.9	98.5
-396.541410291	1.0	98.5
-396.609809705	1.9	98.5
-396.643332448	1.0	98.5
-396.655806439	2.0	98.5
-396.655823208	1.1	98.5
-396.648627369	2.0	98.5
-396.637317803	1.2	98.5
-396.62367199	2.0	98.5
-396.608717571	1.3	98.5
-396.5930906	2.0	98.5
-396.577226944	1.4	98.5
-396.50810325	2.0	98.5
-396.524045433	1.5	98.5
-396.539758815	2.0	98.5
-396.554805908	1.6	98.5
-396.568547937	2.0	98.5
-396.579953369	1.7	98.5
-396.587239694	2.0	98.5
-396.587302305	1.8	98.5
-396.574891149	2.0	98.5
-396.541410294	1.9	98.5
-396.473027047	2.0	98.5
-396.473050371	2.0	98.5
-396.541426486	2.0	98.6
-396.574899725	2.0	98.6
-396.587303074	2.0	98.6
-396.587232922	1.9	98.6
-396.579939803	2.0	98.6
-396.568528696	1.8	98.6
-396.554782286	2.0	98.6
-396.539732096	1.7	98.6
-396.524016759	2.0	98.6
-396.508073571	1.6	98.6
-396.577196876	2.0	98.6
-396.593061282	1.5	98.6
-396.608689877	2.0	98.6
-396.623646977	1.4	98.6
-396.637296659	2.0	98.6
-396.648611289	1.3	98.6
-396.655813206	2.0	98.6
-396.655803157	1.2	98.6
-396.643336043	2.0	98.6
-396.609819885	1.1	98.6
-396.541426483	2.0	98.6
-396.57489972	1.0	98.6
-396.643336042	2.0	98.6
-396.676894698	1.0	98.6
-396.689409335	1.9	98.6
-396.689475695	1.1	98.6
-396.682339526	1.9	98.6
-396.671098055	1.2	98.6
-396.657525371	1.9	98.6
-396.642645183	1.3	98.6
-396.627090035	1.9	98.6
-396.611293275	1.4	98.6
-396.624259266	1.9	98.6
-396.639997448	1.5	98.6
-396.655489266	1.9	98.6
-396.670303874	1.6	98.6
-396.683812173	1.9	98.6
-396.694994069	1.7	98.6
-396.702077929	1.9	98.6
-396.701966294	1.8	98.6
-396.689409334	1.9	98.6
-396.655803154	1.9	98.6
-396.587303068	1.9	98.6
-396.587232916	2.0	98.6
-396.655813203	1.9	98.6
-396.689475693	2.0	98.6
-396.702077929	1.8	98.6
-396.702233545	1.9	98.6
-396.695197986	1.8	98.6
-396.684070204	1.8	98.6
-396.670620205	1.8	98.6
-396.655864928	1.7	98.6
-396.640430266	1.8	98.6
-396.624744692	1.6	98.6
-396.618030698	1.8	98.6
-396.633666932	1.5	98.6
-396.649047384	1.8	98.6
-396.663745703	1.4	98.6
