Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.595493114	1.5	116.7
-396.606020296	1.7	116.7
-396.612519312	1.5	116.7
-396.611872755	1.8	116.7
-396.598788609	1.5	116.7
-396.564611565	1.9	116.7
-396.495454726	1.5	116.7
-396.51107661	2.0	116.7
-396.580119008	1.5	116.7
-396.614190797	2.0	116.7
-396.627178032	1.4	116.7
-396.627736511	1.9	116.7
-396.621159981	1.4	116.7
-396.610567991	1.8	116.7
-396.597729362	1.4	116.7
-396.583643923	1.7	116.7
-396.568914267	1.4	116.7
-396.553947052	1.6	116.7
-396.568655236	1.4	116.7
-396.583643923	1.5	116.7
-396.598409979	1.4	116.7
-396.612548176	1.4	116.7
-396.625456344	1.4	116.7
-396.636133731	1.3	116.7
-396.642809333	1.4	116.7
-396.642360849	1.2	116.7
-396.629492361	1.4	116.7
-396.595547428	1.1	116.7
-396.526640916	1.4	116.7
-396.541750769	1.0	116.7
-396.610499445	1.4	116.7
-396.644295299	1.0	116.7
-396.657022373	1.3	116.7
-396.657337907	1.1	116.7
-396.650540469	1.3	116.7
-396.639755771	1.2	116.7
-396.626757636	1.3	116.7
-396.612548176	1.3	116.7
-396.597729362	1.3	116.7
-396.582704989	1.4	116.7
-396.595493115	1.3	116.7
-396.610567991	1.5	116.7
-396.625456344	1.3	116.7
-396.639755771	1.6	116.7
-396.652864278	1.3	116.7
-396.66377791	1.7	116.7
-396.670719372	1.3	116.7
-396.670558852	1.8	116.7
-396.657994631	1.3	116.7
-396.624368542	1.9	116.7
-396.555797956	1.3	116.7
-396.567757559	2.0	116.7
-396.636134313	1.3	116.7
-396.669574186	2.0	116.7
-396.681957906	1.2	116.7
-396.681944648	1.9	116.7
-396.674839783	1.2	116.7
-396.66377791	1.8	116.7
-396.650540469	1.2	116.7
-396.636133732	1.7	116.7
-396.621159982	1.2	116.7
-396.606020296	1.6	116.7
-396.612519313	1.2	116.7
-396.627736512	1.5	116.7
-396.642809334	1.2	116.7
-396.657337907	1.4	116.7
-396.670719373	1.2	116.7
-396.681944649	1.3	116.7
-396.689227512	1.2	116.7
-396.689427884	1.2	116.7
-396.677236263	1.2	116.7
-396.643992393	1.1	116.7
-396.575817995	1.2	116.7
-396.576809868	1.0	116.7
-396.64478208	1.2	116.7
-396.677827805	1.0	116.7
-396.689822573	1.1	116.7
-396.689427885	1.1	116.7
-396.681957907	1.1	116.7
-396.670558854	1.2	116.7
-396.657022374	1.1	116.7
-396.642360851	1.3	116.7
-396.627178033	1.1	116.7
-396.611872757	1.4	116.7
-396.598788612	1.1	116.7
-396.614190799	1.5	116.7
-396.629492364	1.1	116.7
-396.644295301	1.6	116.7
-396.657994633	1.1	116.7
-396.669574188	1.7	116.7
-396.677236265	1.1	116.7
-396.677827806	1.8	116.7
-396.666029331	1.1	116.7
-396.633177545	1.9	116.7
-396.565399203	1.1	116.7
-396.532913498	2.0	116.7
-396.600512342	1.1	116.7
-396.633177547	2.0	116.7
-396.644782082	1.0	116.7
-396.643992396	1.9	116.7
-396.636134317	1.0	116.7
-396.624368545	1.8	116.7
-396.610499449	1.0	116.7
-396.595547432	1.7	116.7
-396.580119012	1.0	116.7
-396.564611569	1.6	116.7
-396.495454733	1.0	116.7
-396.511076617	1.5	116.7
-396.526640923	1.0	116.7
-396.541750776	1.4	116.7
-396.555797963	1.0	116.7
-396.567757565	1.3	116.7
-396.575818001	1.0	116.7
-396.576809874	1.2	116.7
-396.565399207	1.0	116.7
-396.532913501	1.1	116.7
-396.465475441	1.0	116.7
-396.465376265	1.0	116.7
-396.532810553	1.0	116.8
-396.565292374	1.0	116.8
-396.576699269	1.0	116.8
-396.575704138	1.1	116.8
-396.567641407	1.0	116.8
-396.555680822	1.2	116.8
-396.541634124	1.0	116.8
-396.526526189	1.3	116.8
-396.51096505	1.0	116.8
-396.495347341	1.4	116.8
-396.564504859	1.0	116.8
-396.58000797	1.5	116.8
-396.595432987	1.0	116.8
-396.610382756	1.6	116.8
-396.624250939	1.0	116.8
-396.636017184	1.7	116.8
-396.643876992	1.0	116.8
-396.644669348	1.8	116.8
-396.633068008	1.0	116.8
-396.600406143	1.9	116.8
-396.532810551	1.0	116.8
-396.565292369	2.0	116.8
-396.633068006	1.0	116.8
-396.665917083	2.0	116.8
-396.677713049	1.1	116.8
-396.677119535	1.9	116.8
-396.669456387	1.1	116.8
-396.657876933	1.8	116.8
-396.644178976	1.1	116.8
-396.629378629	1.7	116.8
-396.614080702	1.1	116.8
-396.598682988	1.6	116.8
-396.611768576	1.1	116.8
-396.627069256	1.5	116.8
-396.642248213	1.1	116.8
-396.656906807	1.4	116.8
-396.670441441	1.1	116.8
-396.681839796	1.3	116.8
-396.689310146	1.1	116.8
-396.689706054	1.2	116.8
-396.677713048	1.1	116.8
-396.644669345	1.1	116.8
-396.576699264	1.1	116.8
-396.575704132	1.0	116.8
-396.643876989	1.1	116.8
-396.677119533	1.0	116.8
-396.689310146	1.2	116.8
-396.689109301	1.1	116.8
-396.68182675	1.2	116.8
-396.670602746	1.2	116.8
-396.657223567	1.2	116.8
-396.64269823	1.3	116.8
-396.627629454	1.2	116.8
-396.61241694	1.4	116.8
-396.605920124	1.2	116.8
-396.621055093	1.5	116.8
-396.636024671	1.2	116.8
-396.650427931	1.6	116.8
-396.663662713	1.2	116.8
-396.67472281	1.7	116.8
-396.681826749	1.2	116.8
-396.681839795	1.8	116.8
-396.669456385	1.2	116.8
-396.63601718	1.9	116.8
-396.567641401	1.2	116.8
-396.555680816	2.0	116.8
-396.624250935	1.2	116.8
-396.65787693	2.0	116.8
-396.67044144	1.3	116.8
-396.670602746	1.9	116.8
-396.663662713	1.3	116.8
-396.652751254	1.8	116.8
-396.639645679	1.3	116.8
-396.625349883	1.7	116.8
-396.610465749	1.3	116.8
-396.59539555	1.6	116.8
-396.582610422	1.3	116.8
-396.59763023	1.5	116.8
-396.612444864	1.3	116.8
-396.626650639	1.4	116.8
-396.639645679	1.3	116.8
-396.65042793	1.3	116.8
-396.657223567	1.3	116.8
-396.656906806	1.2	116.8
-396.644178974	1.3	116.8
-396.610382752	1.1	116.8
-396.541634117	1.3	116.8
-396.526526182	1.0	116.8
-396.595432983	1.3	116.8
-396.629378626	1.0	116.8
-396.642248212	1.4	116.8
-396.64269823	1.1	116.8
-396.636024671	1.4	116.8
-396.625349882	1.2	116.8
-396.612444864	1.4	116.8
-396.598310313	1.3	116.8
-396.583548319	1.4	116.8
-396.568564018	1.4	116.8
-396.553859474	1.4	116.8
-396.568822539	1.5	116.8
-396.583548318	1.4	116.8
-396.59763023	1.6	116.8
-396.610465749	1.4	116.8
-396.621055093	1.7	116.8
-396.627629454	1.4	116.8
-396.627069254	1.8	116.8
-396.6140807	1.4	116.8
-396.580007967	1.9	116.8
-396.510965044	1.4	116.8
-396.495347334	2.0	116.8
-396.564504855	1.4	116.8
-396.598682986	2.0	116.8
-396.611768575	1.5	116.8
-396.612416939	1.9	116.8
-396.605920123	1.5	116.8
-396.595395549	1.8	116.8
-396.582610422	1.5	116.8
-396.568564017	1.7	116.8
-396.553859474	1.5	116.8
-396.538904818	1.6	116.8
-396.538820819	1.5	116.8
-396.553771588	1.5	116.9
-396.568472478	1.5	116.9
-396.582515523	1.4	116.9
-396.595297642	1.5	116.9
-396.605819599	1.3	116.9
-396.612314204	1.5	116.9
-396.611664024	1.2	116.9
-396.598576986	1.5	116.9
-396.564397762	1.1	116.9
-396.495239555	1.5	116.9
-396.510853068	1.0	116.9
-396.579896521	1.5	116.9
-396.613970205	1.0	116.9
-396.626960086	1.6	116.9
-396.627522014	1.1	116.9
-396.620949833	1.6	116.9
-396.610363146	1.2	116.9
-396.597530749	1.6	116.9
-396.583452378	1.3	116.9
-396.568730489	1.6	116.9
-396.553771588	1.4	116.9
-396.568472478	1.6	116.9
-396.583452378	1.5	116.9
-396.598210296	1.6	116.9
-396.612341187	1.6	116.9
-396.625243044	1.6	116.9
-396.635915221	1.7	116.9
-396.642586725	1.6	116.9
-396.642135164	1.8	116.9
-396.629264473	1.6	116.9
-396.595318112	1.9	116.9
-396.526411019	1.6	116.9
-396.541517018	2.0	116.9
-396.610265616	1.6	116.9
-396.644062212	2.0	116.9
-396.656790811	1.7	116.9
-396.657108809	1.9	116.9
-396.650314986	1.7	116.9
-396.639535193	1.8	116.9
-396.626543262	1.7	116.9
-396.612341187	1.7	116.9
-396.597530749	1.7	116.9
-396.582515523	1.6	116.9
-396.595297642	1.7	116.9
-396.610363146	1.5	116.9
-396.625243044	1.7	116.9
-396.639535193	1.4	116.9
-396.652637821	1.7	116.9
-396.663547094	1.3	116.9
-396.670485685	1.7	116.9
-396.670323582	1.2	116.9
-396.657758776	1.7	116.9
-396.624132869	1.1	116.9
-396.555563211	1.7	116.9
-396.567524763	1.0	116.9
-396.635899571	1.7	116.9
-396.669338115	1.0	116.9
-396.681721224	1.8	116.9
-396.681708401	1.1	116.9
-396.674605401	1.8	116.9
-396.663547094	1.2	116.9
-396.650314986	1.8	116.9
-396.635915221	1.3	116.9
-396.620949833	1.8	116.9
-396.605819599	1.4	116.9
-396.612314205	1.8	116.9
-396.627522015	1.5	116.9
-396.642586726	1.8	116.9
-396.657108809	1.6	116.9
-396.670485685	1.8	116.9
-396.681708402	1.7	116.9
-396.688990628	1.8	116.9
-396.689191933	1.8	116.9
-396.67700232	1.8	116.9
-396.643761094	1.9	116.9
-396.575589776	1.8	116.9
-396.576588152	2.0	116.9
-396.644556109	1.8	116.9
-396.677597796	2.0	116.9
-396.68958905	1.9	116.9
-396.689191934	1.9	116.9
-396.681721224	1.9	116.9
-396.670323583	1.8	116.9
-396.656790812	1.9	116.9
-396.642135166	1.7	116.9
-396.626960087	1.9	116.9
-396.611664025	1.6	116.9
-396.598576988	1.9	116.9
-396.613970207	1.5	116.9
-396.629264475	1.9	116.9
-396.644062214	1.4	116.9
-396.657758778	1.9	116.9
-396.669338117	1.3	116.9
-396.677002322	1.9	116.9
-396.677597797	1.2	116.9
-396.665804331	1.9	116.9
-396.632957955	1.1	116.9
-396.565185019	1.9	116.9
-396.532707076	1.0	116.9
-396.600299423	1.9	116.9
-396.632957957	1.0	116.9
-396.644556112	2.0	116.9
-396.643761098	1.1	116.9
-396.635899574	2.0	116.9
-396.624132873	1.2	116.9
-396.61026562	2.0	116.9
-396.595318116	1.3	116.9
-396.579896524	2.0	116.9
-396.564397766	1.4	116.9
-396.495239561	2.0	116.9
-396.510853075	1.5	116.9
-396.526411025	2.0	116.9
-396.541517024	1.6	116.9
-396.555563217	2.0	116.9
-396.567524769	1.7	116.9
-396.575589782	2.0	116.9
-396.576588158	1.8	116.9
-396.565185023	2.0	116.9
-396.532707079	1.9	116.9
-396.465276555	2.0	116.9
-396.46517631	2.0	116.9
-396.532603078	2.0	117.0
-396.565077157	2.0	117.0
-396.576476542	2.0	117.0
-396.575474933	1.9	117.0
-396.567407652	2.0	117.0
-396.555445148	1.8	117.0
-396.541399477	2.0	117.0
-396.526295433	1.7	117.0
-396.510740691	2.0	117.0
-396.495131396	1.6	117.0
-396.56429029	2.0	117.0
-396.579784674	1.5	117.0
-396.595202821	2.0	117.0
-396.610148041	1.4	117.0
-396.624014346	2.0	117.0
-396.63578149	1.3	117.0
-396.643644715	2.0	117.0
-396.644442375	1.2	117.0
-396.632847395	2.0	117.0
-396.600192183	1.1	117.0
-396.532603076	2.0	117.0
-396.565077152	1.0	117.0
-396.632847393	2.0	117.0
-396.665691075	1.0	117.0
-396.677482051	1.9	117.0
-396.676884627	1.1	117.0
-396.669219378	1.9	117.0
-396.657640171	1.2	117.0
-396.643945015	1.9	117.0
-396.629149904	1.3	117.0
-396.613859314	1.9	117.0
-396.598470612	1.4	117.0
-396.611559105	1.9	117.0
-396.626850528	1.5	117.0
-396.642021708	1.9	117.0
-396.656674388	1.6	117.0
-396.670205281	1.9	117.0
-396.681602194	1.7	117.0
-396.689073248	1.9	117.0
-396.689471561	1.8	117.0
-396.67748205	1.9	117.0
-396.644442372	1.9	117.0
-396.576476537	1.9	117.0
-396.575474927	2.0	117.0
-396.643644712	1.9	117.0
-396.676884625	2.0	117.0
-396.689073248	1.8	117.0
-396.688871494	1.9	117.0
-396.681589605	1.8	117.0
-396.670368191	1.8	117.0
-396.656993634	1.8	117.0
-396.642474822	1.7	117.0
-396.627414194	1.8	117.0
-396.612211108	1.6	117.0
-396.605718722	1.8	117.0
-396.620844202	1.5	117.0
-396.635805383	1.8	117.0
-396.650201636	1.4	117.0
-396.663431054	1.8	117.0
-396.674487556	1.3	117.0
-396.681589605	1.8	117.0
-396.681602193	1.2	117.0
-396.669219376	1.8	117.0
-396.635781487	1.1	117.0
-396.567407646	1.8	117.0
-396.555445141	1.0	117.0
-396.624014343	1.8	117.0
-396.657640169	1.0	117.0
-396.67020528	1.7	117.0
-396.67036819	1.1	117.0
-396.663431054	1.7	117.0
-396.652523981	1.2	117.0
-396.639424315	1.7	117.0
-396.625135828	1.3	117.0
-396.610260182	1.7	117.0
-396.595199392	1.4	117.0
-396.582420293	1.7	117.0
-396.59743092	1.5	117.0
-396.612237147	1.7	117.0
-396.626435506	1.6	117.0
-396.639424315	1.7	117.0
-396.650201635	1.7	117.0
-396.656993633	1.7	117.0
-396.656674387	1.8	117.0
-396.643945013	1.7	117.0
-396.610148037	1.9	117.0
-396.54139947	1.7	117.0
-396.526295426	2.0	117.0
-396.595202817	1.7	117.0
-396.629149902	2.0	117.0
-396.642021707	1.6	117.0
-396.642474821	1.9	117.0
-396.635805382	1.6	117.0
-396.625135828	1.8	117.0
-396.612237146	1.6	117.0
-396.598109929	1.7	117.0
-396.583356102	1.6	117.0
-396.568380618	1.6	117.0
-396.553683393	1.6	117.0
-396.568638116	1.5	117.0
-396.583356102	1.6	117.0
-396.59743092	1.4	117.0
-396.610260182	1.6	117.0
-396.620844202	1.3	117.0
-396.627414193	1.6	117.0
-396.626850527	1.2	117.0
-396.613859312	1.6	117.0
-396.57978467	1.1	117.0
-396.510740684	1.6	117.0
-396.495131389	1.0	117.0
-396.564290286	1.6	117.0
-396.598470609	1.0	117.0
-396.611559103	1.5	117.0
-396.612211108	1.1	117.0
-396.605718721	1.5	117.0
-396.595199392	1.2	117.0
-396.582420293	1.5	117.0
-396.568380618	1.3	117.0
-396.553683393	1.5	117.0
-396.538736523	1.4	117.0
-396.538651932	1.5	117.0
-396.55359489	1.5	117.1
-396.568288437	1.5	117.1
-396.582324731	1.6	117.1
-396.5951008	1.5	117.1
-396.605617493	1.7	117.1
-396.61210765	1.5	117.1
-396.611453814	1.8	117.1
-396.598363856	1.5	117.1
-396.564182429	1.9	117.1
-396.495022838	1.5	117.1
-396.510627892	2.0	117.1
-396.579672417	1.5	117.1
-396.613748021	2.0	117.1
-396.626740578	1.4	117.1
-396.627305992	1.9	117.1
-396.6207382	1.4	117.1
-396.610156859	1.8	117.1
-396.597330743	1.4	117.1
-396.583259489	1.7	117.1
-396.56854542	1.4	117.1
-396.55359489	1.6	117.1
-396.568288437	1.4	117.1
-396.583259489	1.5	117.1
-396.598009211	1.4	117.1
-396.612132742	1.4	117.1
-396.625028235	1.4	117.1
-396.635695155	1.3	117.1
-396.642362517	1.4	117.1
-396.64190784	1.2	117.1
-396.629034913	1.4	117.1
-396.595087099	1.1	117.1
-396.526179406	1.4	117.1
-396.541281477	1.0	117.1
-396.610030016	1.4	117.1
-396.643827379	1.0	117.1
-396.656557536	1.3	117.1
-396.65687804	1.1	117.1
-396.65008788	1.3	117.1
-396.639313044	1.2	117.1
-396.626327371	1.3	117.1
-396.612132742	1.3	117.1
-396.597330743	1.3	117.1
-396.582324731	1.4	117.1
-396.5951008	1.3	117.1
-396.610156859	1.5	117.1
-396.625028235	1.3	117.1
-396.639313044	1.6	117.1
-396.652409733	1.3	117.1
-396.663314593	1.7	117.1
-396.670250263	1.3	117.1
-396.670086534	1.8	117.1
-396.657521109	1.3	117.1
-396.623895358	1.9	117.1
-396.555326609	1.3	117.1
-396.567290051	2.0	117.1
-396.635662929	1.3	117.1
-396.66910017	2.0	117.1
-396.681482704	1.2	117.1
-396.681470361	1.9	117.1
-396.674369276	1.2	117.1
-396.663314593	1.8	117.1
-396.65008788	1.2	117.1
-396.635695155	1.7	117.1
-396.6207382	1.2	117.1
-396.605617493	1.6	117.1
-396.612107651	1.2	117.1
-396.627305992	1.5	117.1
-396.642362518	1.2	117.1
-396.656878041	1.4	117.1
-396.670250263	1.2	117.1
-396.681470361	1.3	117.1
-396.688751898	1.2	117.1
-396.68895409	1.2	117.1
-396.676766449	1.2	117.1
-396.643527841	1.1	117.1
-396.575359587	1.2	117.1
-396.576364417	1.0	117.1
-396.644328135	1.2	117.1
-396.677365811	1.0	117.1
-396.689353588	1.1	117.1
-396.688954091	1.1	117.1
-396.681482705	1.1	117.1
-396.670086535	1.2	117.1
-396.656557538	1.1	117.1
-396.641907841	1.3	117.1
-396.626740579	1.1	117.1
-396.611453815	1.4	117.1
-396.598363859	1.1	117.1
-396.613748023	1.5	117.1
-396.629034915	1.1	117.1
-396.643827381	1.6	117.1
-396.657521111	1.1	117.1
-396.669100171	1.7	117.1
-396.67676645	1.1	117.1
-396.677365812	1.8	117.1
-396.665577317	1.1	117.1
-396.632736322	1.9	117.1
-396.564968771	1.1	117.1
-396.532498552	2.0	117.1
-396.600084426	1.1	117.1
-396.632736323	2.0	117.1
-396.644328138	1.0	117.1
-396.643527844	1.9	117.1
-396.635662932	1.0	117.1
-396.623895361	1.8	117.1
-396.61003002	1.0	117.1
-396.595087103	1.7	117.1
-396.579672421	1.0	117.1
-396.564182433	1.6	117.1
-396.495022844	1.0	117.1
-396.510627899	1.5	117.1
-396.526179412	1.0	117.1
-396.541281483	1.4	117.1
-396.555326616	1.0	117.1
-396.567290057	1.3	117.1
-396.575359593	1.0	117.1
-396.576364423	1.2	117.1
-396.564968776	1.0	117.1
-396.532498554	1.1	117.1
-396.465075533	1.0	117.1
-396.464974226	1.0	117.1
-396.532393508	1.0	117.2
-396.564859882	1.0	117.2
-396.576251801	1.0	117.2
-396.575243763	1.1	117.2
-396.567171986	1.0	117.2
-396.555207621	1.2	117.2
-396.541163044	1.0	117.2
-396.526062964	1.3	117.2
-396.510514699	1.0	117.2
-396.494913908	1.4	117.2
-396.564074195	1.0	117.2
-396.579559764	1.5	117.2
-396.594970961	1.0	117.2
-396.609911558	1.6	117.2
-396.623775918	1.0	117.2
-396.635543901	1.7	117.2
-396.643410488	1.0	117.2
-396.644213403	1.8	117.2
-396.632624743	1.0	117.2
-396.599976152	1.9	117.2
-396.532393505	1.0	117.2
-396.564859878	2.0	117.2
-396.632624741	1.0	117.2
-396.665463057	2.0	117.2
-396.677249081	1.1	117.2
-396.676647794	1.9	117.2
-396.668980498	1.1	117.2
-396.657401599	1.8	117.2
-396.643709312	1.1	117.2
-396.628919509	1.7	117.2
-396.613636335	1.1	117.2
-396.59825673	1.6	117.2
-396.611348157	1.1	117.2
-396.626630241	1.5	117.2
-396.641793565	1.1	117.2
-396.65644026	1.4	117.2
-396.669967346	1.1	117.2
-396.681362757	1.3	117.2
-396.688834463	1.1	117.2
-396.689235133	1.2	117.2
-396.67724908	1.1	117.2
-396.6442134	1.1	117.2
-396.576251796	1.1	117.2
-396.575243757	1.0	117.2
-396.643410484	1.1	117.2
-396.676647792	1.0	117.2
-396.688834462	1.2	117.2
-396.688631843	1.1	117.2
-396.68135067	1.2	117.2
-396.670131903	1.2	117.2
-396.656762032	1.2	117.2
-396.642249815	1.3	117.2
-396.62719741	1.2	117.2
-396.612003833	1.4	117.2
-396.605515912	1.2	117.2
-396.620631828	1.5	117.2
-396.635584539	1.2	117.2
-396.649973719	1.6	117.2
-396.663197712	1.2	117.2
-396.674250563	1.7	117.2
-396.68135067	1.2	117.2
-396.681362756	1.8	117.2
-396.668980497	1.2	117.2
-396.635543897	1.9	117.2
-396.567171979	1.2	117.2
-396.555207615	2.0	117.2
-396.623775914	1.2	117.2
-396.657401597	2.0	117.2
-396.669967345	1.3	117.2
-396.670131903	1.9	117.2
-396.663197711	1.3	117.2
-396.652295079	1.8	117.2
-396.639201381	1.3	117.2
-396.624920267	1.7	117.2
-396.610053177	1.3	117.2
-396.595001867	1.6	117.2
-396.582228837	1.3	117.2
-396.597230218	1.5	117.2
-396.612027973	1.3	117.2
-396.626218859	1.4	117.2
-396.639201381	1.3	117.2
-396.649973719	1.3	117.2
-396.656762031	1.3	117.2
-396.656440259	1.2	117.2
-396.64370931	1.3	117.2
-396.609911554	1.1	117.2
-396.541163037	1.3	117.2
-396.526062958	1.0	117.2
-396.594970957	1.3	117.2
-396.628919507	1.0	117.2
-396.641793564	1.4	117.2
-396.642249814	1.1	117.2
-396.635584539	1.4	117.2
-396.624920266	1.2	117.2
-396.612027973	1.4	117.2
-396.597908144	1.3	117.2
-396.583162542	1.4	117.2
-396.568195936	1.4	117.2
-396.553506078	1.4	117.2
-396.568452402	1.5	117.2
-396.583162542	1.4	117.2
-396.597230217	1.6	117.2
-396.610053177	1.4	117.2
-396.620631827	1.7	117.2
-396.62719741	1.4	117.2
-396.626630239	1.8	117.2
-396.613636333	1.4	117.2
-396.57955976	1.9	117.2
-396.510514693	1.4	117.2
-396.494913901	2.0	117.2
-396.564074191	1.4	117.2
-396.598256728	2.0	117.2
-396.611348156	1.5	117.2
-396.612003832	1.9	117.2
-396.605515912	1.5	117.2
-396.595001866	1.8	117.2
-396.582228837	1.5	117.2
-396.568195936	1.7	117.2
-396.553506078	1.5	117.2
-396.538567045	1.6	117.2
-396.538481863	1.5	117.2
-396.553416959	1.5	117.3
-396.568103116	1.5	117.3
-396.582132613	1.4	117.3
-396.594902591	1.5	117.3
-396.60541398	1.3	117.3
-396.611899654	1.5	117.3
-396.611242129	1.2	117.3
-396.598149224	1.5	117.3
-396.563965572	1.1	117.3
-396.494804579	1.5	117.3
-396.510401087	1.0	117.3
-396.579446701	1.5	117.3
-396.613524249	1.0	117.3
-396.626519512	1.6	117.3
-396.627088447	1.1	117.3
-396.620525085	1.6	117.3
-396.609949135	1.2	117.3
-396.597129345	1.6	117.3
-396.583065259	1.3	117.3
-396.568359062	1.6	117.3
-396.553416959	1.4	117.3
-396.568103116	1.6	117.3
-396.583065259	1.5	117.3
-396.597806727	1.6	117.3
-396.611922842	1.6	117.3
-396.624811922	1.6	117.3
-396.635473535	1.7	117.3
-396.642136712	1.6	117.3
-396.64167888	1.8	117.3
-396.628803685	1.6	117.3
-396.594854393	1.9	117.3
-396.525946083	1.6	117.3
-396.541044153	2.0	117.3
-396.609792651	1.6	117.3
-396.643590806	2.0	117.3
-396.656322556	1.7	117.3
-396.656645606	1.9	117.3
-396.649859154	1.7	117.3
-396.639089327	1.8	117.3
-396.626109968	1.7	117.3
-396.611922842	1.7	117.3
-396.597129345	1.7	117.3
-396.582132613	1.6	117.3
-396.594902591	1.7	117.3
-396.609949135	1.5	117.3
-396.624811922	1.7	117.3
-396.639089327	1.4	117.3
-396.652180019	1.7	117.3
-396.663080411	1.3	117.3
-396.670013111	1.7	117.3
-396.669847714	1.2	117.3
-396.657281635	1.7	117.3
-396.623656014	1.1	117.3
-396.555088159	1.7	117.3
-396.567053432	1.0	117.3
-396.635424394	1.7	117.3
-396.668860358	1.0	117.3
-396.681242352	1.8	117.3
-396.681230533	1.1	117.3
-396.674131415	1.8	117.3
-396.663080411	1.2	117.3
-396.649859154	1.8	117.3
-396.635473536	1.3	117.3
-396.620525085	1.8	117.3
-396.605413981	1.4	117.3
-396.611899655	1.8	117.3
-396.627088448	1.5	117.3
-396.642136713	1.8	117.3
-396.656645607	1.6	117.3
-396.670013112	1.8	117.3
-396.681230533	1.7	117.3
-396.688511329	1.8	117.3
-396.688714363	1.8	117.3
-396.676528657	1.8	117.3
-396.643292642	1.9	117.3
-396.575127437	1.8	117.3
-396.576138673	2.0	117.3
-396.644098168	1.8	117.3
-396.677131859	2.0	117.3
-396.689116197	1.9	117.3
-396.688714364	1.9	117.3
-396.681242353	1.9	117.3
-396.669847715	1.8	117.3
-396.656322557	1.9	117.3
